Stage,Experiment,Beaker,BeakerID,Population,MatePair,Treatment,Urban,PhotoID,SampleID,Height_mm,Stomach_Length_mm
Gastrula,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,gast_exp3_b21-0055,68,0.121,0.096
Gastrula,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,gast_exp3_b21-0056,70,0.136,0.114
Gastrula,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,gast_exp3_b21-0057,71,0.138,0.088
Gastrula,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,gast_exp3_b21-0058,72,0.121,0.099
Gastrula,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,gast_exp3_b21-0058,73,0.135,0.085
Gastrula,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,gast_exp3_b21-0060,75,0.146,0.118
Gastrula,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,gast_exp3_b21-0061,76,0.139,0.116
Gastrula,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,gast_exp3_b21-0062,77,0.119,0.093
Gastrula,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,gast_exp3_b21-0063,78,0.132,0.108
Gastrula,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,gast_exp3_b21-0064,79,0.118,0.065
Gastrula,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,gast_exp3_b21-0065,80,0.154,0.096
Gastrula,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,gast_exp3_b21-0066,83,0.151,0.094
Gastrula,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,gast_exp3_b21-0067,84,0.127,0.107
Gastrula,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,gast_exp3_b21-0068,85,0.121,0.092
Gastrula,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,gast_exp3_b21-0070,88,0.133,0.091
Gastrula,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,gast_exp3_b21-0073,90,0.124,0.1
Gastrula,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,gast_exp3_b23-0004,3,0.121,0.078
Gastrula,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,gast_exp3_b23-0010,10,0.127,0.108
Gastrula,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,gast_exp3_b23-0012,12,0.129,0.108
Gastrula,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,gast_exp3_b23-0014,15,0.119,0.085
Gastrula,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,gast_exp3_b23-0014,16,0.109,0.085
Gastrula,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,gast_exp3_b23-0015,17,0.129,0.078
Gastrula,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,gast_exp3_b23-0016,18,0.127,0.083
Gastrula,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,gast_exp3_b23-0016,19,0.128,0.091
Gastrula,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,gast_exp3_b23-0017,21,0.122,0.101
Gastrula,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,gast_exp3_b23-0019,25,0.128,0.107
Gastrula,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,gast_exp3_b23-0021,28,0.109,0.077
Gastrula,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,gast_exp3_b23-0025,34,0.104,0.078
Gastrula,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,gast_exp3_b23-0029,38,0.119,0.095
Gastrula,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,gast_exp3_b23-0030,39,0.119,0.098
Gastrula,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,gast_exp3_b23-0032,42,0.127,0.102
Gastrula,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,gast_exp3_b23-0036,46,0.122,0.078
Gastrula,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,gast_exp3_b23-0037,47,0.128,0.109
Gastrula,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,gast_exp3_b23-0045,54,0.13,0.112
Gastrula,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,gast_exp3_b23-0048,57,0.141,0.1
Gastrula,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,gast_exp3_b23-0056,67,0.114,0.072
Gastrula,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,gast_exp3_b23-0060,71,0.115,0.085
Gastrula,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,gast_exp3_b23-0072,86,0.131,0.112
Gastrula,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,gast_exp3_b23-0074,24,0.117,0.098
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0005,4,0.124,0.103
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0007,7,0.12,0.097
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0008,9,0.128,0.098
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0009,10,0.126,0.097
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0009,11,0.139,0.114
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0011,13,0.12,0.104
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0017,19,0.111,0.086
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0019,22,0.127,0.104
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0022,25,0.107,0.085
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0023,26,0.131,0.105
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0026,29,0.113,0.07
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0030,33,0.113,0.096
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0030,34,0.117,0.095
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0030,35,0.119,0.095
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0034,39,0.105,0.086
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0035,40,0.111,0.091
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0038,44,0.114,0.09
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0039,45,0.108,0.089
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0041,47,0.109,0.083
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0042,48,0.114,0.093
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0043,49,0.114,0.088
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0048,54,0.115,0.086
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0050,56,0.124,0.105
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0052,58,0.12,0.103
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0052,59,0.119,0.098
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0053,60,0.111,0.093
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0054,61,0.115,0.09
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0057,65,0.106,0.085
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0059,68,0.112,0.089
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0062,71,0.118,0.094
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0064,74,0.119,0.106
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0071,84,0.117,0.094
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0073,86,0.113,0.097
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0074,87,0.116,0.095
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0075,88,0.117,0.092
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0076,89,0.108,0.076
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0077,90,0.114,0.091
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0077,91,0.126,0.106
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0078,92,0.113,0.101
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0081,95,0.123,0.099
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0082,96,0.118,0.091
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0084,97,0.119,0.072
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0084,98,0.113,0.089
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0086,100,0.133,0.083
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0088,103,0.125,0.106
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0088,104,0.118,0.099
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0089,105,0.134,0.114
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0091,107,0.12,0.075
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0093,109,0.12,0.096
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0096,112,0.126,0.104
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0101,119,0.119,0.079
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0105,124,0.135,0.116
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0106,126,0.11,0.093
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0108,128,0.103,0.079
Gastrula,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,gast_exp3_b24-0110,132,0.113,0.079
Gastrula,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,gast_exp3_b25-0014,16,0.139,0.106
Gastrula,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,gast_exp3_b25-0016,18,0.142,0.108
Gastrula,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,gast_exp3_b25-0022,26,0.141,0.111
Gastrula,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,gast_exp3_b25-0031,35,0.138,0.111
Gastrula,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,gast_exp3_b25-0036,40,0.143,0.11
Gastrula,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,gast_exp3_b25-0039,44,0.141,0.112
Gastrula,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,gast_exp3_b25-0040,45,0.142,0.096
Gastrula,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,gast_exp3_b25-0041,47,0.097,0.072
Gastrula,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,gast_exp3_b25-0044,52,0.137,0.102
Gastrula,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,gast_exp3_b25-0046,56,0.117,0.083
Gastrula,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,gast_exp3_b25-0047,57,0.13,0.1
Gastrula,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,gast_exp3_b25-0072,96,0.1,0.079
Gastrula,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,gast_exp3_b25-0080,105,0.103,0.077
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0003,2,0.123,0.09
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0004,3,0.123,0.091
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0005,4,0.126,0.105
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0005,5,0.107,0.08
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0005,6,0.114,0.092
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0009,10,0.12,0.097
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0011,12,0.117,0.104
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0012,13,0.099,0.07
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0013,15,0.109,0.084
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0016,19,0.126,0.084
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0018,22,0.122,0.09
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0020,27,0.115,0.082
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0023,30,0.123,0.094
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0025,32,0.119,0.092
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0026,34,0.131,0.097
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0027,35,0.126,0.099
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0031,40,0.111,0.076
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0032,41,0.115,0.094
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0034,43,0.129,0.093
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0035,44,0.116,0.09
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0038,47,0.124,0.101
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0038,48,0.123,0.096
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0038,49,0.116,0.097
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0038,50,0.129,0.106
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0039,51,0.116,0.08
Gastrula,Exp3,B26,Exp3_B26,Twp,P10,C,Nonurban,gast_exp3_b26-0040,52,0.111,0.08
