Stage,Experiment,Beaker,BeakerID,Population,MatePair,Treatment,Urban,PhotoID,SampleID,Height_mm,Stomach_Length_mm
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0066,81,0.083,0.062
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0067,82,0.085,0.065
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0069,83,0.104,0.066
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0070,84,0.091,0.06
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0071,85,0.104,0.075
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0072,86,0.098,0.075
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0073,87,0.095,0.08
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0075,89,0.091,0.074
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0076,90,0.098,0.062
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0077,91,0.093,0.058
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0078,92,0.091,0.064
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0079,93,0.091,0.067
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0080,95,0.101,0.073
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0081,96,0.096,0.072
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0082,97,0.08,0.065
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0084,99,0.084,0.062
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0084,100,0.092,0.074
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0085,101,0.092,0.078
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0086,102,0.092,0.077
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0087,104,0.104,0.074
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0088,105,0.102,0.084
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0089,106,0.09,0.082
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0090,107,0.096,0.078
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0092,109,0.096,0.095
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0092,110,0.1,0.078
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0094,112,0.104,0.064
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0095,113,0.095,0.068
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0096,114,0.089,0.058
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0097,115,0.093,0.074
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0097,116,0.096,0.065
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0098,117,0.088,0.061
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0099,118,0.099,0.067
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0101,120,0.084,0.064
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0102,121,0.099,0.08
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0102,122,0.096,0.061
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0103,123,0.1,0.069
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0104,124,0.1,0.062
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0105,125,0.087,0.071
Gastrula,Exp1,B31,Exp1_B31,Cab,P4,C,Urban,gast_exp1_b31-0106,126,0.088,0.056
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0002,1,0.108,0.087
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0004,3,0.116,0.092
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0005,4,0.11,0.082
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0006,5,0.116,0.098
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0007,6,0.122,0.093
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0009,8,0.116,0.075
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0010,9,0.118,0.1
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0011,10,0.121,0.103
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0012,11,0.116,0.106
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0012,12,0.13,0.095
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0013,13,0.128,0.077
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0014,14,0.13,0.095
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0016,16,0.105,0.079
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0017,18,0.107,0.081
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0018,19,0.129,0.094
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0019,20,0.112,0.078
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0021,22,0.096,0.079
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0021,23,0.111,0.087
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0022,24,0.128,0.088
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0023,25,0.122,0.106
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0024,26,0.112,0.095
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0026,28,0.116,0.081
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0027,29,0.124,0.084
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0028,30,0.123,0.1
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0029,31,0.13,0.09
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0030,32,0.115,0.081
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0031,33,0.114,0.099
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0032,34,0.118,0.101
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0032,35,0.112,0.086
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0033,36,0.117,0.094
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0034,37,0.116,0.102
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0035,38,0.118,0.077
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0036,39,0.11,0.091
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0037,40,0.117,0.096
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0039,41,0.101,0.086
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0040,42,0.135,0.094
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0041,43,0.12,0.105
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0042,44,0.124,0.099
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0043,45,0.1,0.086
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0044,46,0.13,0.106
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0045,47,0.104,0.088
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0046,48,0.117,0.068
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0047,49,0.121,0.097
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0048,50,0.127,0.105
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0050,52,0.079,0.063
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0051,53,0.121,0.1
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0052,54,0.126,0.109
Gastrula,Exp2,B1,Exp2_B1,Cab,P5,C,Urban,gast_exp2_b1-0056,56,0.12,0.099
Gastrula,Exp2,B4,Exp2_B4,Trp,P6,NP,Nonurban,gast_exp2_b4-0012,11,0.116,0.101
Gastrula,Exp2,B4,Exp2_B4,Trp,P6,NP,Nonurban,gast_exp2_b4-0014,13,0.105,0.09
Gastrula,Exp2,B4,Exp2_B4,Trp,P6,NP,Nonurban,gast_exp2_b4-0021,20,0.95,0.072
Gastrula,Exp2,B4,Exp2_B4,Trp,P6,NP,Nonurban,gast_exp2_b4-0026,27,0.107,0.088
Gastrula,Exp2,B4,Exp2_B4,Trp,P6,NP,Nonurban,gast_exp2_b4-0030,32,0.84,0.76
Gastrula,Exp2,B4,Exp2_B4,Trp,P6,NP,Nonurban,gast_exp2_b4-0048,51,0.113,0.102
Gastrula,Exp2,B4,Exp2_B4,Trp,P6,NP,Nonurban,gast_exp2_b4-0064,68,0.103,0.059
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0002,1,0.137,0.107
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0003,2,0.14,0.111
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0005,4,0.14,0.112
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0006,5,0.1,0.075
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0006,6,0.146,0.088
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0007,7,0.146,0.117
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0008,8,0.131,0.102
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0009,9,0.149,0.117
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0011,11,0.137,0.112
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0012,13,0.134,0.102
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0013,14,0.141,0.113
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0013,15,0.14,0.107
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0013,16,0.147,0.116
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0016,19,0.14,0.11
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0016,20,0.143,0.109
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0018,22,0.136,0.105
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0018,23,0.148,0.116
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0021,26,0.15,0.12
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0022,27,0.139,0.111
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0023,28,0.146,0.112
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0023,29,0.142,0.108
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0024,30,0.129,0.102
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0027,33,0.145,0.113
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0029,35,0.134,0.108
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0032,38,0.151,0.124
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0034,40,0.154,0.118
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0035,41,0.139,0.109
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0036,42,0.147,0.11
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0037,43,0.145,0.108
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0038,44,0.148,0.113
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0039,45,0.145,0.124
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0040,46,0.146,0.114
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0041,47,0.138,0.111
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0041,48,0.145,0.121
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0042,49,0.159,0.124
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0043,50,0.153,0.133
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0044,52,0.145,0.116
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0046,54,0.137,0.106
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0047,57,0.14,0.11
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0048,58,0.149,0.116
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0049,59,0.149,0.114
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0050,60,0.151,0.115
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0051,61,0.134,0.109
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0051,62,0.137,0.111
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0052,63,0.153,0.119
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0053,64,0.15,0.116
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0056,69,0.136,0.11
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0057,70,0.141,0.115
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0060,73,0.14,0.11
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0061,74,0.136,0.103
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0063,77,0.149,0.116
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0066,80,0.134,0.106
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0067,82,0.141,0.103
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0069,84,0.139,0.113
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0070,85,0.136,0.113
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0071,86,0.144,0.11
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0072,87,0.138,0.111
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0074,89,0.143,0.114
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0075,90,0.151,0.116
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0076,91,0.14,0.109
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0077,92,0.14,0.111
Gastrula,Exp2,B5,Exp2_B5,Twp,P7,C,Nonurban,gast_exp2_b5-0078,93,0.145,0.113
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0004,2,0.12,0.092
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0005,3,0.127,0.097
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0005,5,0.117,0.084
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0006,6,0.105,0.071
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0007,7,0.106,0.062
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0008,8,0.111,0.087
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0009,9,0.115,0.084
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0010,10,0.119,0.096
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0011,11,0.113,0.086
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0012,12,0.114,0.088
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0012,13,0.118,0.085
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0013,14,0.12,0.072
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0014,15,0.108,0.089
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0015,16,0.129,0.082
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0017,18,0.12,0.093
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0018,19,0.154,0.123
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0019,21,0.111,0.071
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0022,23,0.124,0.095
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0023,24,0.132,0.097
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0024,25,0.118,0.092
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0026,27,0.122,0.078
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0030,30,0.115,0.094
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0031,31,0.124,0.09
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0031,32,0.095,0.07
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0034,35,0.117,0.07
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0035,36,0.125,0.089
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0036,37,0.108,0.087
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0037,38,0.123,0.079
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0039,40,0.13,0.097
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0040,41,0.117,0.068
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0041,42,0.127,0.104
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0043,45,0.118,0.058
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0044,46,0.116,0.099
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0044,47,0.126,0.099
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0045,48,0.122,0.075
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0046,49,0.106,0.081
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0047,50,0.132,0.1
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0048,51,0.123,0.109
Gastrula,Exp2,B6,Exp2_B6,Wh,P8,C,Urban,gast_exp2_b6-0050,52,0.125,0.096
Gastrula,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,gast_exp2_b7-0011,11,0.118,0.087
Gastrula,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,gast_exp2_b7-0012,12,0.104,0.078
Gastrula,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,gast_exp2_b7-0016,16,0.117,0.093
Gastrula,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,gast_exp2_b7-0027,27,0.107,0.081
Gastrula,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,gast_exp2_b7-0029,30,0.112,0.094
Gastrula,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,gast_exp2_b7-0034,35,0.112,0.095
Gastrula,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,gast_exp2_b7-0035,36,0.124,0.084
Gastrula,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,gast_exp2_b7-0048,49,0.116,0.081
Gastrula,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,gast_exp2_b7-0050,51,0.087,0.051
Gastrula,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,gast_exp2_b7-0052,54,0.121,0.089
Gastrula,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,gast_exp2_b7-0056,58,0.111,0.094
Gastrula,Exp2,B7,Exp2_B7,Trp,P7,NP,Nonurban,gast_exp2_b7-0062,65,0.118,0.098
Gastrula,Exp2,B8,Exp2_B8,Twp,P5,C,Nonurban,gast_exp2_b8-0002,1,0.118,0.092
Gastrula,Exp2,B8,Exp2_B8,Twp,P5,C,Nonurban,gast_exp2_b8-0003,2,0.109,0.091
Gastrula,Exp2,B8,Exp2_B8,Twp,P5,C,Nonurban,gast_exp2_b8-0004,3,0.107,0.089
Gastrula,Exp2,B8,Exp2_B8,Twp,P5,C,Nonurban,gast_exp2_b8-0007,6,0.114,0.07
Gastrula,Exp2,B8,Exp2_B8,Twp,P5,C,Nonurban,gast_exp2_b8-0008,7,0.111,0.068
Gastrula,Exp2,B8,Exp2_B8,Twp,P5,C,Nonurban,gast_exp2_b8-0009,8,0.108,0.09
Gastrula,Exp2,B8,Exp2_B8,Twp,P5,C,Nonurban,gast_exp2_b8-0010,9,0.122,0.085
Gastrula,Exp2,B8,Exp2_B8,Twp,P5,C,Nonurban,gast_exp2_b8-0011,10,0.115,0.091
Gastrula,Exp2,B8,Exp2_B8,Twp,P5,C,Nonurban,gast_exp2_b8-0012,11,0.104,0.088
Gastrula,Exp2,B8,Exp2_B8,Twp,P5,C,Nonurban,gast_exp2_b8-0013,12,0.104,0.085
Gastrula,Exp2,B8,Exp2_B8,Twp,P5,C,Nonurban,gast_exp2_b8-0015,13,0.11,0.088
Gastrula,Exp2,B8,Exp2_B8,Twp,P5,C,Nonurban,gast_exp2_b8-0018,16,0.121,0.085
Gastrula,Exp2,B9,Exp2_B9,Wh,P8,NP,Urban,gast_exp2_b9-0003,2,0.105,0.085
Gastrula,Exp2,B9,Exp2_B9,Wh,P8,NP,Urban,gast_exp2_b9-0004,4,0.111,0.085
Gastrula,Exp2,B9,Exp2_B9,Wh,P8,NP,Urban,gast_exp2_b9-0005,5,0.11,0.085
Gastrula,Exp2,B9,Exp2_B9,Wh,P8,NP,Urban,gast_exp2_b9-0009,8,0.098,0.08
Gastrula,Exp2,B9,Exp2_B9,Wh,P8,NP,Urban,gast_exp2_b9-0011,11,0.116,0.088
Gastrula,Exp2,B9,Exp2_B9,Wh,P8,NP,Urban,gast_exp2_b9-0014,15,0.114,0.093
Gastrula,Exp2,B9,Exp2_B9,Wh,P8,NP,Urban,gast_exp2_b9-0021,22,0.11,0.1
Gastrula,Exp2,B9,Exp2_B9,Wh,P8,NP,Urban,gast_exp2_b9-0022,23,0.089,0.068
Gastrula,Exp2,B9,Exp2_B9,Wh,P8,NP,Urban,gast_exp2_b9-0025,26,0.12,0.089
Gastrula,Exp2,B9,Exp2_B9,Wh,P8,NP,Urban,gast_exp2_b9-0027,28,0.116,0.094
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0002,1,0.121,0.095
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0002,2,0.125,0.102
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0003,3,0.115,0.108
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0004,4,0.125,0.106
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0005,5,0.112,0.085
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0007,7,0.117,0.076
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0008,8,0.12,0.086
